HS6,ProductType,ConversionFactor,ConversionDesc,FAOGroup,Derivation,,,,,,
030760,"Molluscs; snails (other than sea snails), live, fresh, chilled, frozen, dried, salted or in brine (whether in shell or not)",2.44,FAO Direct; abalone indicative CF,Molluscs excl. cephalopods,FAO,,,,,,
030771,"Molluscs; clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, live, fresh or chilled",8.3,FAO Direct; average of clam indicative CFs,Molluscs excl. cephalopods,FAO,,,,,,
030772,"Molluscs; clams, cockles, ark shells (Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, frozen",8.3,FAO Direct; average of clam indicative CFs,Molluscs excl. cephalopods,FAO,,,,,,
030779,"Molluscs; clams, cockles, ark shells (Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, other than live, fresh or chilled",8.3,FAO Direct; average of clam indicative CFs,Molluscs excl. cephalopods,FAO,,,,,,
030781,"Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",2.44,FAO Direct; abalone indicative CF,Molluscs excl. cephalopods,FAO,,,,,,
030782,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, live, fresh or chilled",2.44,FAO Assumed; abalone indicative CF,Molluscs excl. cephalopods,Est,,,,,,
030783,"Molluscs; abalone (Haliotis spp.), whether in shell or not, frozen",2.44,FAO Direct; abalone indicative CF,Molluscs excl. cephalopods,FAO,,,,,,
030784,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, frozen",2.44,FAO Assumed; abalone indicative CF,Molluscs excl. cephalopods,Est,,,,,,
030787,"Molluscs; abalone (Haliotis spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",2.44,FAO Direct; abalone indicative CF,Molluscs excl. cephalopods,FAO,,,,,,
030788,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",2.44,FAO Assumed; abalone indicative CF,Molluscs excl. cephalopods,Est,,,,,,
030789,"Molluscs; abalone (Haliotis spp.), whether in shell or not, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",2.44,FAO Direct; abalone indicative CF,Molluscs excl. cephalopods,FAO,,,,,,
030791,"Molluscs and other aquatic invertebrates; live, fresh or chilled (whether in shell or not), n.e.s. in heading no. 0307",4.264,FAO Assumed; average of all crustaceans and molluscs indicative CFs,Molluscs excl. cephalopods,Est,,,,,,
030792,"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, frozen",4.264,FAO Assumed; average of all crustaceans and molluscs indicative CFs,Molluscs excl. cephalopods,Est,,,,,,
030799,"Molluscs and other aquatic invertebrates; frozen, dried, salted or in brine (whether in shell or not), n.e.s. in heading no. 0307",4.264,FAO Assumed; average of all crustaceans and molluscs indicative CFs,Molluscs excl. cephalopods,Est,,,,,,
030811,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothurioidea), live, fresh or chilled",4.264,FAO Assumed; average of all crustaceans and molluscs indicative CFs,Aquatic animals nei,Est,,,,,,
030812,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), frozen",4.264,FAO Assumed; average of all crustaceans and molluscs indicative CFs,Aquatic animals nei,Est,,,,,,
030819,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothurioidea), frozen, dried, salted or in brine, smoked, whether or not cooked before or during the smoking process",4.264,FAO Assumed; average of all crustaceans and molluscs indicative CFs,Aquatic animals nei,Est,,,,,,
030821,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus), live, fresh or chilled",4.264,FAO Assumed; average of all crustaceans and molluscs indicative CFs,Aquatic animals nei,Est,,,,,,
030822,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), frozen",4.264,FAO Assumed; average of all crustaceans and molluscs indicative CFs,Aquatic animals nei,Est,,,,,,
030829,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus), frozen, dried, salted or in brine, smoked, whether or not cooked before or during smoking process",4.264,FAO Assumed; average of all crustaceans and molluscs indicative CFs,Aquatic animals nei,Est,,,,,,
030830,"Aquatic invertebrates; jellyfish (Rhopilema spp.), live, fresh, chilled, frozen, dried, salted or in brine, smoked, whether or not cooked before or during smoking",4.264,FAO Assumed; average of all crustaceans and molluscs indicative CFs,Aquatic animals nei,Est,,,,,,
030890,"Aquatic invertebrates; other than crustaceans, molluscs, sea urchins, sea cucumbers and jellyfish, live, fresh, chilled, frozen, dried, salted or in brine, smoked, cooked or not before or during smoking, includes edible flours, meals, and pellets",4.264,FAO Assumed; average of all crustaceans and molluscs indicative CFs,Aquatic animals nei,Est,,,,,,
030917,No Description,1,Base assumption due to lack of information,Marine fish nei,Other,,,,,,
031095,Young Fish (Fingerling),1,Base assumption due to lack of information,Marine fish nei,Other,,,,,,
039269,Other,1,Base assumption due to lack of information,Marine fish nei,Other,,,,,,
039290,No Description,1,Base assumption due to lack of information,Marine fish nei,Other,,,,,,
160200,Meat (Not Fish),Remove,,,,,,,,,
160400,Fish preparations; caviar and caviar substitutes,20,FAO Waterman 2001 ratio for cod,Marine fish nei,Est,,,,,,
160411,"Fish preparations; salmon, prepared or preserved, whole or in pieces (but not minced)",1.56,"FAO Direct; average of prepared/preserved/canned salmon steak bone in, salmon/smoked derived CFs",Freshwater & diadromous fish,FAO,,,,,,
160412,"Fish preparations; herrings, prepared or preserved, whole or in pieces (but not minced)",1.08,"FAO Direct; average of prepared/preserved/canned filleted herring, semi-preserved/marinated gutted/fillet herring derived CFs",Pelagic fish,FAO,,,,,,
160413,"Fish preparations; sardines, sardinella and brisling or sprats, prepared or preserved, whole or in pieces (but not minced)",1.07,FAO Assumed; prepared/preserved/canned gutted sardine derived CF,Pelagic fish,Est,,,,,,
160414,"Fish preparations; tunas, skipjack and Atlantic bonito (sarda spp.), prepared or preserved, whole or in pieces (but not minced)",1.44,"FAO Direct; prepared/preserved/canned albacore, bonito, other tuna flesh/boneless derived CF",Pelagic fish,FAO,,,,,,
160415,"Fish preparations; mackerel, prepared or preserved, whole or in pieces (but not minced)",1.46,FAO Direct; prepared/preserved/canned mackerel derived CF,Pelagic fish,FAO,,,,,,
160416,"Fish preparations; anchovies, prepared or preserved, whole or in pieces (but not minced)",1.63,FAO Direct; salted anchovy fillets in containers derived CF,Pelagic fish,FAO,,,,,,
160417,"Fish preparations; eels, prepared or preserved, whole or in pieces (but not minced)",2.03,FAO Direct; prepared/preserved/canned eel fillet derived CF,Freshwater & diadromous fish,FAO,,,,,,
160418,"Fish preparations; shark fins, prepared or preserved, whole or in pieces (but not minced)",15.6,Fin/body ratio from prev. studies,Demersal fish,Other,,,,,,
160419,"Fish preparations; fish prepared or preserved, whole or in pieces (but not minced), n.e.s. in heading no. 1604",1.631875,FAO Assumed; average of all prepared/preserved/canned preparations in containers derived CFs,Marine fish nei,Est,,,,,,
160420,"Fish preparations; fish minced or in forms n.e.s. in heading no. 1604, prepared or preserved",1.938,"FAO Assumed; average of fish balls, cakes, ham, sausages, paste, fermented CFs",Marine fish nei,Est,,,,,,
160430,Fish preparations; caviar and caviar substitutes,20,FAO Waterman 2001 ratio for cod,Marine fish nei,Est,,,,,,
160431,Fish preparations; caviar,20,FAO Waterman 2001 ratio for cod,Marine fish nei,Est,,,,,,
160432,"Fish preparations; caviar substitutes, prepared from fish eggs",20,FAO Waterman 2001 ratio for cod,Marine fish nei,Est,,,,,,
160500,"Crustacean preparations; prepared or preserved crustaceans (excluding crab, shrimps, prawns and lobster)",3.5,FAO Direct; average of other crustaceans canned and fermented crustaceans in containers derived CFs,Crustaceans,FAO,,,,,,
160510,"Crustacean preparations; crab, prepared or preserved",4.5,FAO Direct; canned crab and preparations of crab in containers,Crustaceans,FAO,,,,,,
160520,"Crustacean preparations; shrimps and prawns, prepared or preserved",2.053333333,FAO Direct; average of shrimp/prawn canned and preparations in containers derived CFs,Crustaceans,FAO,,,,,,
160521,"Crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers",2.03,FAO Direct; average of shrimp/prawn preparations in containers derived CFs,Crustaceans,FAO,,,,,,
160529,"Crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers",2.053333333,FAO Direct; average of shrimp/prawn canned and preparations in containers derived CFs,Crustaceans,FAO,,,,,,
160530,"Crustacean preparations; lobster, prepared or preserved",2.9,FAO Direct; canned lobster derived CF,Crustaceans,FAO,,,,,,
160540,"Crustacean preparations; prepared or preserved crustaceans (excluding crab, shrimps, prawns and lobster)",3.5,FAO Direct; average of other crustaceans canned and fermented crustaceans in containers derived CFs,Crustaceans,FAO,,,,,,
160551,"Mollusc preparations; oysters, prepared or preserved",7.5,"FAO Direct, canned oysters derived CF",Molluscs excl. cephalopods,FAO,,,,,,
160552,"Mollusc preparations; scallops, including queen scallops, prepared or preserved",6.8,FAO Direct; canned scallops derived CF,Molluscs excl. cephalopods,FAO,,,,,,
160553,"Mollusc preparations; mussels, prepared or preserved",4.5,FAO Direct; canned mussels derived CF,Molluscs excl. cephalopods,FAO,,,,,,
160554,"Mollusc preparations; cuttle fish and squid, prepared or preserved",1.09,"FAO Direct; canned squid, etc. derived CF",Cephalopods,FAO,,,,,,
160555,"Mollusc preparations; octopus, prepared or preserved",1.09,"FAO Direct; canned squid, etc. derived CF",Cephalopods,FAO,,,,,,
160556,"Mollusc preparations; clams, cockles and arkshells, prepared or preserved",4.5,FAO Direct; canned clams derived CF,Molluscs excl. cephalopods,FAO,,,,,,
160557,"Mollusc preparations; abalone, prepared or preserved",1.83,FAO Direct; canned abalone derived CF,Molluscs excl. cephalopods,FAO,,,,,,
160558,"Mollusc preparations; snails, other than sea snails, prepared or preserved",1.83,FAO Assumed; canned abalone derived CF,Molluscs excl. cephalopods,Est,,,,,,
160559,"Mollusc preparations; n.e.c. in item no. 1605.5, prepared or preserved",3.321176471,FAO Assumed; average of all canned/preparations in containers derived CFs,Molluscs excl. cephalopods,Est,,,,,,
160561,"Aquatic invertebrates; sea cucumbers, prepared or preserved",3.321176471,FAO Assumed; average of all canned/preparations in containers derived CFs,Aquatic animals nei,Est,,,,,,
160562,"Aquatic invertebrates; sea urchins, prepared or preserved",3.321176471,FAO Assumed; average of all canned/preparations in containers derived CFs,Aquatic animals nei,Est,,,,,,
160563,"Aquatic invertebrates; jellyfish, prepared or preserved",3.321176471,FAO Assumed; average of all canned/preparations in containers derived CFs,Aquatic animals nei,Est,,,,,,
160569,"Aquatic invertebrates; other than crustaceans, molluscs, sea cucumbers, sea urchins, and jellyfish, prepared or preserved",3.321176471,FAO Assumed; average of all canned/preparations in containers derived CFs,Aquatic animals nei,Est,,,,,,
160590,Molluscs and other aquatic invertebrates; prepared or preserved (excluding crustaceans),3.488888889,FAO Assumed; average of all canned/preparations in containers derived CFs except crustaceans,Aquatic animals nei,Est,,,,,,
169050,No Description,1,Base assumption due to lack of information,Marine fish nei,Other,,,,,,
03SSS0,Confidential,1,Base assumption due to lack of information,Marine fish nei,Other,,,,,,
03SSS9,Confidential,1,Base assumption due to lack of information,Marine fish nei,Other,,,,,,
